DATE,DOMAIN,LOCATION,VALUE,TRANSACTION_COUNT
44856,RESTRAUNT,Varanasi,1086338.0,414.0
44811,RESTRAUNT,Daman,401392.0,1672.0
44803,INVESTMENTS,Kota,362187.0,1015.0
44825,INVESTMENTS,Bidar,339743.0,485.0
44568,EDUCATION,Varanasi,912533.0,1297.0
44881,EDUCATION,Srinagar,369871.0,655.0
44855,PUBLIC,Delhi,338574.0,1206.0
44588,INVESTMENTS,Madurai,990237.0,539.0
44782,INTERNATIONAL,Mathura,806512.0,1691.0
44845,RESTRAUNT,Srinagar,299672.0,867.0
44709,RESTRAUNT,Bombay,814377.0,1133.0
44692,PUBLIC,Ara,897078.0,736.0
44803,INTERNATIONAL,Ranchi,365698.0,1295.0
44812,PUBLIC,Lucknow,682649.0,622.0
44843,RETAIL,Bidar,962450.0,2283.0
44598,INVESTMENTS,Ambala,1190114.0,1789.0
44820,MEDICAL,Tirumala,857258.0,1579.0
44791,INTERNATIONAL,Kota,878948.0,2519.0
44868,INTERNATIONAL,Bidar,853976.0,794.0
44735,RETAIL,Kota,550475.0,1071.0
44857,RETAIL,Betul,668826.0,1739.0
44660,PUBLIC,Ara,792087.0,1772.0
44858,MEDICAL,Ludhiana,705635.0,1757.0
44924,EDUCATION,Bidar,359456.0,2316.0
44840,MEDICAL,Jaipur,1077444.0,732.0
44847,PUBLIC,Ahmedabad,617748.0,1176.0
44925,EDUCATION,Patiala,322065.0,2329.0
44634,PUBLIC,Kochin,448788.0,1212.0
44809,INTERNATIONAL,Varanasi,454825.0,1049.0
44613,INTERNATIONAL,Kolkata,697369.0,1453.0
44748,RESTRAUNT,Srinagar,992006.0,1588.0
44698,RESTRAUNT,Kullu,391581.0,1996.0
44849,INTERNATIONAL,Ambala,1121249.0,971.0
44587,RETAIL,Kochin,682027.0,1926.0
44893,MEDICAL,Bhuj,1031538.0,1260.0
44563,PUBLIC,Kanpur,805627.0,2502.0
44717,MEDICAL,Kannur,385936.0,1063.0
44837,RESTRAUNT,Doda,1163929.0,461.0
44608,EDUCATION,Delhi,610351.0,1106.0
44739,INVESTMENTS,Betul,666707.0,1320.0
44766,PUBLIC,Bidar,1140780.0,1992.0
44916,RETAIL,Patiala,1059265.0,510.0
44684,INVESTMENTS,Bhuj,992238.0,1232.0
44923,MEDICAL,Doda,724585.0,2458.0
44649,INVESTMENTS,Patiala,692425.0,715.0
44814,EDUCATION,Pune,674714.0,2535.0
44888,RESTRAUNT,Kota,873802.0,716.0
44888,INTERNATIONAL,Akola,422941.0,1731.0
44613,MEDICAL,Mon,742957.0,1030.0
44752,INTERNATIONAL,Ranchi,1055626.0,1878.0
44911,RESTRAUNT,Bhopal,723263.0,1320.0
44701,MEDICAL,Goa,833823.0,1147.0
44762,RETAIL,Akola,953734.0,2450.0
44921,PUBLIC,Ludhiana,568421.0,1134.0
44712,RESTRAUNT,Ara,650401.0,2311.0
44759,INTERNATIONAL,Ahmedabad,306982.0,2208.0
44713,RESTRAUNT,Patiala,494859.0,1924.0
44671,INVESTMENTS,Betul,496756.0,708.0
44746,MEDICAL,Kochin,742890.0,2397.0
44803,INTERNATIONAL,Varanasi,1161100.0,421.0
44888,RETAIL,Hyderabad,1112321.0,2477.0
44773,EDUCATION,Daman,470651.0,761.0
44639,INVESTMENTS,Tirumala,321548.0,494.0
44595,PUBLIC,Ambala,476813.0,2523.0
44829,EDUCATION,Lunglei,498178.0,1954.0
44667,EDUCATION,Surat,477355.0,1784.0
44744,RETAIL,Kochin,919396.0,1080.0
44910,INVESTMENTS,Doda,593442.0,2451.0
44733,INVESTMENTS,Mon,345947.0,491.0
44706,RETAIL,Mon,439601.0,528.0
44682,INTERNATIONAL,Daman,503342.0,1484.0
44902,MEDICAL,Bhind,856281.0,2528.0
44761,MEDICAL,Kanpur,838817.0,1168.0
44702,INVESTMENTS,Konark,921262.0,2187.0
44629,INVESTMENTS,Ahmedabad,398959.0,1454.0
44746,EDUCATION,Patiala,813791.0,580.0
44696,RETAIL,Bhopal,914258.0,743.0
44562,INVESTMENTS,Varanasi,915523.0,793.0
44804,MEDICAL,Durg,1117753.0,700.0
44756,INTERNATIONAL,Madurai,629114.0,780.0
44917,MEDICAL,Ludhiana,656048.0,1333.0
44780,MEDICAL,Bokaro,1126804.0,468.0
44611,INTERNATIONAL,Madurai,686958.0,2341.0
44815,RESTRAUNT,Bombay,852123.0,972.0
44758,EDUCATION,Madurai,323725.0,2541.0
44739,INVESTMENTS,Jaipur,990760.0,1818.0
44882,PUBLIC,Indore,788196.0,1393.0
44719,RESTRAUNT,Bikaner,927749.0,847.0
44629,INTERNATIONAL,Pune,1190462.0,2171.0
44603,INTERNATIONAL,Madurai,1186428.0,1599.0
44619,PUBLIC,Srinagar,822014.0,908.0
44913,INTERNATIONAL,Bikaner,1157591.0,2127.0
44608,PUBLIC,Doda,909594.0,2079.0
44682,INVESTMENTS,Banglore,342401.0,2266.0
44833,MEDICAL,Doda,644866.0,837.0
44811,RETAIL,Delhi,1052323.0,2397.0
44648,EDUCATION,Patiala,841912.0,909.0
44694,INTERNATIONAL,Bokaro,812357.0,700.0
44663,MEDICAL,Kullu,999808.0,1418.0
44789,INTERNATIONAL,Ambala,1032650.0,1329.0
44655,RETAIL,Madurai,590841.0,956.0
44815,PUBLIC,Ara,1128600.0,1174.0
44597,RETAIL,Daman,431526.0,1486.0
44852,INVESTMENTS,Akola,743357.0,2495.0
44710,PUBLIC,Delhi,486754.0,2114.0
44923,INVESTMENTS,Durg,1154393.0,1947.0
44733,INVESTMENTS,Amritsar,610573.0,1393.0
44786,RETAIL,Bhuj,577298.0,1447.0
44741,RESTRAUNT,Kolkata,381029.0,1611.0
44642,INTERNATIONAL,Madurai,742526.0,1732.0
44777,PUBLIC,Akola,897534.0,853.0
44818,INVESTMENTS,Lunglei,394042.0,2519.0
44888,INTERNATIONAL,Amritsar,687222.0,1653.0
44616,INTERNATIONAL,Goa,539450.0,2298.0
44723,RETAIL,Bombay,869594.0,2351.0
44904,EDUCATION,Ludhiana,727766.0,629.0
44621,PUBLIC,Bokaro,521679.0,897.0
44916,RETAIL,Lunglei,738995.0,1142.0
44616,INVESTMENTS,Kanpur,577825.0,1917.0
44598,INVESTMENTS,Surat,863504.0,1642.0
44784,EDUCATION,Mathura,979186.0,563.0
44634,INTERNATIONAL,Tirumala,370047.0,556.0
44862,PUBLIC,Delhi,597859.0,806.0
44722,RESTRAUNT,Kanpur,1030646.0,771.0
44724,INTERNATIONAL,Pune,735970.0,1960.0
44787,MEDICAL,Bhopal,379123.0,620.0
44562,EDUCATION,Bombay,620755.0,676.0
44761,RETAIL,Varanasi,421807.0,2234.0
44779,INVESTMENTS,Bokaro,343247.0,1642.0
44888,PUBLIC,Betul,638084.0,1929.0
44689,MEDICAL,Bombay,581428.0,677.0
44710,INVESTMENTS,Banglore,396019.0,2091.0
44911,MEDICAL,Kullu,1024227.0,2446.0
44719,INVESTMENTS,Bhuj,1070460.0,2324.0
44694,INVESTMENTS,Durg,663787.0,675.0
44730,EDUCATION,Kannur,637270.0,1570.0
44612,PUBLIC,Bhind,495108.0,1420.0
44720,RETAIL,Lunglei,845522.0,1379.0
44849,EDUCATION,Pune,1076687.0,1654.0
44738,INVESTMENTS,Kullu,881318.0,562.0
44787,RETAIL,Tirumala,1133993.0,1735.0
44883,PUBLIC,Srinagar,764230.0,954.0
44797,RESTRAUNT,Bhind,596853.0,1615.0
44770,INVESTMENTS,Mathura,985242.0,1984.0
44710,MEDICAL,Delhi,739063.0,1300.0
44732,EDUCATION,Surat,830441.0,1434.0
44617,INTERNATIONAL,Kochin,1159892.0,1575.0
44898,RESTRAUNT,Patiala,1143409.0,1253.0
44876,INTERNATIONAL,Varanasi,324215.0,1858.0
44755,RETAIL,Banglore,902639.0,1800.0
44579,RESTRAUNT,Goa,440508.0,1809.0
44804,MEDICAL,Lucknow,812035.0,1975.0
44708,MEDICAL,Bikaner,1085258.0,975.0
44785,RESTRAUNT,Ajmer,792395.0,1179.0
44647,RETAIL,Mathura,780183.0,1359.0
44598,INVESTMENTS,Bhopal,541518.0,1971.0
44837,INTERNATIONAL,Lucknow,380259.0,2242.0
44875,INTERNATIONAL,Bokaro,712958.0,2300.0
44860,RETAIL,Jaipur,727441.0,2546.0
44900,PUBLIC,Madurai,433620.0,1910.0
44799,RETAIL,Lucknow,615890.0,1276.0
44693,RETAIL,Trichy,851555.0,647.0
44880,PUBLIC,Bikaner,1113175.0,1626.0
44862,EDUCATION,Doda,422411.0,2221.0
44580,PUBLIC,Doda,672353.0,1137.0
44892,RETAIL,Goa,373009.0,762.0
44762,INVESTMENTS,Durg,886624.0,1020.0
44848,RETAIL,Ambala,895939.0,1071.0
44867,RETAIL,Madurai,363414.0,1229.0
44637,RESTRAUNT,Banglore,833106.0,1136.0
44918,EDUCATION,Vellore,567585.0,2148.0
44711,INTERNATIONAL,Vellore,873098.0,2191.0
44604,RETAIL,Trichy,778511.0,699.0
44802,RETAIL,Bhind,582943.0,1697.0
44898,MEDICAL,Varanasi,855985.0,1546.0
44779,PUBLIC,Lunglei,771601.0,1088.0
44618,RESTRAUNT,Kannur,492135.0,983.0
44802,INVESTMENTS,Madurai,492860.0,1540.0
44826,RESTRAUNT,Betul,1180129.0,1178.0
44703,INTERNATIONAL,Srinagar,1175458.0,1297.0
44690,EDUCATION,Patiala,551492.0,2361.0
44862,EDUCATION,Kota,1019158.0,1989.0
44622,INVESTMENTS,Ara,1046323.0,932.0
44597,INTERNATIONAL,Bokaro,533146.0,2536.0
44712,RESTRAUNT,Bombay,819645.0,745.0
44609,RETAIL,Lucknow,418789.0,2372.0
44725,MEDICAL,Srinagar,856428.0,1990.0
44832,RESTRAUNT,Jaipur,475882.0,2300.0
44850,EDUCATION,Durg,936983.0,1647.0
44574,PUBLIC,Jaipur,528035.0,2174.0
44762,EDUCATION,Surat,1172966.0,1460.0
44734,EDUCATION,Mon,592462.0,1097.0
44585,EDUCATION,Kanpur,1060995.0,2035.0
44685,INTERNATIONAL,Kota,615625.0,736.0
44778,PUBLIC,Lucknow,1074461.0,1214.0
44669,EDUCATION,Ludhiana,934631.0,2255.0
44916,INTERNATIONAL,Mon,772815.0,1288.0
44783,INTERNATIONAL,Mon,1173131.0,1232.0
44605,INVESTMENTS,Tirumala,832220.0,908.0
44768,RETAIL,Buxar,614326.0,2123.0
44799,EDUCATION,Bhopal,724052.0,2243.0
44614,RESTRAUNT,Ambala,739770.0,1017.0
44618,PUBLIC,Bombay,499404.0,2136.0
44633,MEDICAL,Ajmer,717265.0,728.0
44802,EDUCATION,Bhind,936190.0,498.0
44618,INTERNATIONAL,Varanasi,544120.0,2534.0
44777,INTERNATIONAL,Jaipur,994396.0,1865.0
44803,EDUCATION,Jaipur,602618.0,1604.0
44679,RETAIL,Madurai,745577.0,1494.0
44620,INTERNATIONAL,Bikaner,929952.0,1495.0
44841,RETAIL,Srinagar,1083650.0,997.0
44770,INTERNATIONAL,Srinagar,966687.0,1045.0
44860,EDUCATION,Goa,959047.0,1434.0
44646,INTERNATIONAL,Vellore,472111.0,1162.0
44566,MEDICAL,Hyderabad,909159.0,992.0
44647,INTERNATIONAL,Bhind,1142811.0,2139.0
44764,INTERNATIONAL,Akola,623284.0,949.0
44902,EDUCATION,Kullu,353555.0,2542.0
44711,RETAIL,Kanpur,358757.0,2439.0
44874,RETAIL,Bikaner,922392.0,1108.0
44898,RETAIL,Vellore,767343.0,733.0
44828,INTERNATIONAL,Ludhiana,462163.0,2280.0
44601,MEDICAL,Jaipur,987164.0,1436.0
44844,EDUCATION,Amritsar,979015.0,1678.0
44803,EDUCATION,Amritsar,1069224.0,2147.0
44567,RESTRAUNT,Daman,433763.0,695.0
44871,EDUCATION,Bhopal,971310.0,1342.0
44845,PUBLIC,Ludhiana,954234.0,975.0
44661,PUBLIC,Trichy,721987.0,1213.0
44564,PUBLIC,Betul,487547.0,1376.0
44674,INTERNATIONAL,Doda,519401.0,1405.0
44879,INVESTMENTS,Ahmedabad,689661.0,2248.0
44572,PUBLIC,Bidar,540771.0,1887.0
44584,RETAIL,Bombay,668776.0,2185.0
44862,INVESTMENTS,Banglore,523654.0,748.0
44818,INTERNATIONAL,Kochin,413547.0,565.0
44672,MEDICAL,Bhopal,1123586.0,1412.0
44815,INTERNATIONAL,Ranchi,607911.0,2304.0
44678,MEDICAL,Lucknow,583382.0,1836.0
44815,INTERNATIONAL,Bhopal,492197.0,857.0
44839,INVESTMENTS,Mon,729129.0,2397.0
44822,RESTRAUNT,Lucknow,1087380.0,677.0
44711,EDUCATION,Kota,520337.0,1881.0
44596,RESTRAUNT,Ambala,768045.0,1003.0
44767,INVESTMENTS,Banglore,893858.0,2390.0
44924,INVESTMENTS,Madurai,918010.0,2038.0
44861,EDUCATION,Varanasi,692417.0,992.0
44778,RESTRAUNT,Bhind,311607.0,1492.0
44736,INTERNATIONAL,Hyderabad,906169.0,2044.0
44883,RESTRAUNT,Mathura,341213.0,1647.0
44708,INTERNATIONAL,Ajmer,628590.0,2275.0
44863,INTERNATIONAL,Doda,930736.0,1326.0
44570,RETAIL,Bhopal,852851.0,1503.0
44912,MEDICAL,Lucknow,793862.0,2300.0
44698,RESTRAUNT,Lunglei,440768.0,2456.0
44652,MEDICAL,Pune,1116773.0,1525.0
44599,RETAIL,Goa,1056154.0,1756.0
44664,PUBLIC,Ara,741818.0,1115.0
44608,PUBLIC,Banglore,1157637.0,2339.0
44718,PUBLIC,Pune,796384.0,480.0
44664,RETAIL,Ludhiana,801940.0,2244.0
44569,MEDICAL,Vellore,598524.0,690.0
44727,INVESTMENTS,Delhi,450211.0,1637.0
44678,INVESTMENTS,Bhuj,737624.0,2247.0
44814,INTERNATIONAL,Kota,305268.0,1709.0
44799,PUBLIC,Pune,967459.0,2522.0
44825,RETAIL,Delhi,838410.0,2091.0
44676,PUBLIC,Indore,1138369.0,448.0
44713,RETAIL,Srinagar,520026.0,1864.0
44769,RETAIL,Lucknow,653040.0,1617.0
44845,RETAIL,Ambala,1005885.0,2048.0
44787,RESTRAUNT,Pune,1007093.0,1509.0
44739,RESTRAUNT,Buxar,830994.0,1182.0
44604,INVESTMENTS,Indore,654244.0,1742.0
44613,INVESTMENTS,Betul,700787.0,2426.0
44679,RETAIL,Ara,379882.0,2247.0
44874,EDUCATION,Kullu,877291.0,2485.0
44670,INVESTMENTS,Patiala,694123.0,784.0
44635,RESTRAUNT,Buxar,382356.0,1669.0
44643,PUBLIC,Kullu,947318.0,1251.0
44724,RETAIL,Hyderabad,1132085.0,932.0
44920,INVESTMENTS,Bikaner,514626.0,2295.0
44914,PUBLIC,Ahmedabad,377168.0,1714.0
44863,MEDICAL,Ahmedabad,336684.0,2534.0
44899,INVESTMENTS,Patiala,1024729.0,2145.0
44692,EDUCATION,Jaipur,822918.0,2495.0
44575,RETAIL,Mon,664014.0,809.0
44900,PUBLIC,Bombay,587684.0,2001.0
44615,RETAIL,Bhind,1095326.0,1262.0
44781,EDUCATION,Lunglei,1070286.0,2119.0
44861,PUBLIC,Srinagar,1120378.0,505.0
44780,RETAIL,Ambala,743873.0,2196.0
44923,INTERNATIONAL,Kolkata,1048888.0,1262.0
44766,RETAIL,Surat,805982.0,1292.0
44692,PUBLIC,Banglore,1187373.0,645.0
44803,INVESTMENTS,Bhind,728961.0,1628.0
44903,PUBLIC,Ludhiana,1179524.0,765.0
44569,INTERNATIONAL,Delhi,804163.0,2540.0
44876,RETAIL,Ambala,744431.0,1275.0
44916,RESTRAUNT,Bhind,708225.0,940.0
44787,RETAIL,Lunglei,1008471.0,1339.0
44656,INTERNATIONAL,Kolkata,444720.0,2278.0
44785,PUBLIC,Indore,1084502.0,2512.0
44894,RESTRAUNT,Trichy,348280.0,1949.0
44565,INVESTMENTS,Kanpur,584542.0,1303.0
44894,RETAIL,Kannur,944055.0,2385.0
44700,EDUCATION,Buxar,481226.0,969.0
44684,EDUCATION,Ranchi,344287.0,700.0
44659,INVESTMENTS,Banglore,587438.0,2443.0
44854,MEDICAL,Pune,604591.0,872.0
44627,MEDICAL,Kolkata,736002.0,949.0
44603,RETAIL,Mathura,779830.0,1900.0
44832,PUBLIC,Ahmedabad,939182.0,878.0
44605,INVESTMENTS,Bhuj,571217.0,1468.0
44726,PUBLIC,Ambala,634486.0,2205.0
44870,INVESTMENTS,Varanasi,304018.0,1652.0
44795,INTERNATIONAL,Kolkata,451032.0,1584.0
44642,PUBLIC,Akola,538200.0,1508.0
44581,INVESTMENTS,Goa,994821.0,2333.0
44639,INVESTMENTS,Bokaro,722415.0,1713.0
44808,MEDICAL,Surat,690162.0,841.0
44805,PUBLIC,Ara,1039627.0,1238.0
44637,PUBLIC,Kanpur,395145.0,753.0
44878,EDUCATION,Mathura,419238.0,1516.0
44727,INVESTMENTS,Ludhiana,417639.0,2093.0
44802,PUBLIC,Bhuj,536829.0,1476.0
44686,PUBLIC,Patiala,833649.0,1195.0
44911,PUBLIC,Kullu,516479.0,907.0
44639,EDUCATION,Durg,444063.0,964.0
44651,INVESTMENTS,Kullu,615365.0,417.0
44801,INTERNATIONAL,Kanpur,756257.0,1210.0
44683,EDUCATION,Durg,1099393.0,1857.0
44651,PUBLIC,Bhopal,1099112.0,1933.0
44836,RETAIL,Varanasi,334823.0,2429.0
44805,INVESTMENTS,Durg,356321.0,2492.0
44563,MEDICAL,Madurai,1164443.0,1473.0
44745,RESTRAUNT,Patiala,460479.0,1076.0
44856,RESTRAUNT,Buxar,962857.0,858.0
44665,PUBLIC,Jaipur,351448.0,1635.0
44854,INTERNATIONAL,Pune,1077665.0,2485.0
44917,RESTRAUNT,Mon,696968.0,669.0
44885,EDUCATION,Bhuj,1067304.0,957.0
44651,INVESTMENTS,Delhi,800551.0,1357.0
44861,INTERNATIONAL,Lucknow,1148790.0,989.0
44783,RESTRAUNT,Bidar,655854.0,2301.0
44569,PUBLIC,Kullu,618542.0,460.0
44654,INTERNATIONAL,Banglore,1132629.0,1293.0
44864,INTERNATIONAL,Kanpur,1059551.0,1669.0
44716,INTERNATIONAL,Bikaner,1021607.0,1400.0
44817,INVESTMENTS,Daman,515531.0,2390.0
44895,RESTRAUNT,Varanasi,853642.0,1229.0
44594,RESTRAUNT,Delhi,581167.0,2014.0
44876,PUBLIC,Kolkata,771807.0,1560.0
44741,INVESTMENTS,Akola,603440.0,822.0
44813,MEDICAL,Jaipur,725121.0,461.0
44644,RESTRAUNT,Mon,1122295.0,817.0
44776,EDUCATION,Daman,783981.0,1055.0
44796,INVESTMENTS,Bhind,361349.0,1965.0
44582,INTERNATIONAL,Bhuj,425272.0,1691.0
44653,RETAIL,Kota,557456.0,1313.0
44698,EDUCATION,Kannur,750444.0,708.0
44732,PUBLIC,Konark,1163019.0,597.0
44854,INTERNATIONAL,Mon,1036758.0,579.0
44824,EDUCATION,Konark,643829.0,1499.0
44574,MEDICAL,Mathura,516689.0,1124.0
44720,EDUCATION,Bombay,1007782.0,1147.0
44729,INVESTMENTS,Amritsar,1033128.0,627.0
44786,MEDICAL,Lunglei,825086.0,1842.0
44881,RESTRAUNT,Kochin,1023693.0,2090.0
44782,RETAIL,Vellore,382073.0,1344.0
44771,MEDICAL,Bokaro,745331.0,1011.0
44599,INTERNATIONAL,Varanasi,780604.0,2229.0
44786,PUBLIC,Bikaner,909237.0,1894.0
44569,MEDICAL,Ajmer,640281.0,2265.0
44596,INVESTMENTS,Bombay,391608.0,975.0
44624,MEDICAL,Daman,442684.0,2499.0
44728,MEDICAL,Konark,479362.0,1827.0
44756,RESTRAUNT,Bidar,416653.0,747.0
44804,RETAIL,Kanpur,752033.0,2086.0
44629,RETAIL,Kannur,575688.0,2201.0
44803,INVESTMENTS,Banglore,1202074.0,846.0
44655,RESTRAUNT,Kannur,488441.0,1291.0
44789,MEDICAL,Mathura,552089.0,753.0
44799,INVESTMENTS,Srinagar,767674.0,1070.0
44600,RESTRAUNT,Mathura,904817.0,2478.0
44601,RESTRAUNT,Pune,1035574.0,1886.0
44618,MEDICAL,Mon,307180.0,1763.0
44613,RETAIL,Ahmedabad,783192.0,909.0
44582,RETAIL,Doda,999221.0,1671.0
44695,EDUCATION,Doda,880851.0,2212.0
44926,EDUCATION,Buxar,1044661.0,788.0
44698,INTERNATIONAL,Ambala,1014649.0,1653.0
44689,INTERNATIONAL,Vellore,584425.0,1798.0
44694,RETAIL,Ajmer,779794.0,1267.0
44570,RETAIL,Indore,851600.0,2470.0
44822,EDUCATION,Bidar,708402.0,1293.0
44648,PUBLIC,Ahmedabad,641947.0,1641.0
44573,RESTRAUNT,Mon,531113.0,1954.0
44641,INVESTMENTS,Lucknow,740560.0,1051.0
44792,RETAIL,Kullu,1158719.0,2413.0
44877,RESTRAUNT,Bikaner,786097.0,929.0
44768,INTERNATIONAL,Ludhiana,751146.0,1074.0
44667,INVESTMENTS,Delhi,933577.0,838.0
44736,EDUCATION,Srinagar,389175.0,1555.0
44600,INVESTMENTS,Kullu,828413.0,2023.0
44607,INVESTMENTS,Kochin,1035816.0,2033.0
44886,RESTRAUNT,Daman,999576.0,2516.0
44711,INVESTMENTS,Tirumala,780884.0,1643.0
44688,RESTRAUNT,Durg,797501.0,540.0
44622,INVESTMENTS,Konark,784661.0,1889.0
44863,RETAIL,Ranchi,806472.0,929.0
44717,RESTRAUNT,Bikaner,477245.0,2210.0
44905,RETAIL,Kochin,481566.0,1261.0
44627,RETAIL,Durg,498748.0,2541.0
44601,MEDICAL,Ranchi,963407.0,2425.0
44879,PUBLIC,Daman,495275.0,1539.0
44897,RESTRAUNT,Bhopal,324628.0,746.0
44624,RETAIL,Varanasi,1074432.0,481.0
44566,MEDICAL,Banglore,579265.0,976.0
44879,PUBLIC,Bhuj,1039899.0,1065.0
44741,INVESTMENTS,Kannur,833751.0,2140.0
44782,INTERNATIONAL,Bhind,791726.0,496.0
44853,PUBLIC,Kanpur,574763.0,1519.0
44664,PUBLIC,Kolkata,471927.0,2228.0
44893,INTERNATIONAL,Ahmedabad,792349.0,2515.0
44904,EDUCATION,Bombay,716379.0,1132.0
44897,RETAIL,Hyderabad,594265.0,848.0
44919,INVESTMENTS,Amritsar,937556.0,1192.0
44826,RETAIL,Bidar,1076510.0,1897.0
44799,EDUCATION,Ranchi,574387.0,1237.0
44912,MEDICAL,Indore,839152.0,2158.0
44692,INTERNATIONAL,Bhopal,981735.0,2182.0
44904,MEDICAL,Durg,765369.0,1212.0
44712,RETAIL,Jaipur,571178.0,1881.0
44761,RESTRAUNT,Ranchi,409004.0,2358.0
44885,RETAIL,Trichy,605663.0,2198.0
44660,EDUCATION,Kolkata,634801.0,1960.0
44884,RETAIL,Ambala,449523.0,755.0
44788,RESTRAUNT,Bombay,766796.0,1478.0
44822,INVESTMENTS,Kanpur,355850.0,780.0
44665,RESTRAUNT,Jaipur,796508.0,1251.0
44890,INVESTMENTS,Ajmer,518931.0,401.0
44835,EDUCATION,Bhind,642302.0,1021.0
44606,RETAIL,Hyderabad,1179319.0,1982.0
44821,RETAIL,Mathura,827088.0,1492.0
44841,RETAIL,Indore,883414.0,755.0
44693,RETAIL,Kochin,995096.0,2393.0
44586,MEDICAL,Pune,790256.0,1284.0
44826,RETAIL,Kochin,908593.0,407.0
44611,INTERNATIONAL,Jaipur,349834.0,1467.0
44655,INVESTMENTS,Madurai,1166708.0,632.0
44565,INVESTMENTS,Ranchi,1162877.0,1368.0
44816,MEDICAL,Bidar,300877.0,2118.0
44642,INVESTMENTS,Konark,410862.0,599.0
44605,INVESTMENTS,Bhopal,993634.0,1820.0
44879,PUBLIC,Doda,1020500.0,2420.0
44706,PUBLIC,Konark,491891.0,1524.0
44775,EDUCATION,Kanpur,541164.0,2328.0
44807,RETAIL,Kota,483017.0,2072.0
44793,EDUCATION,Buxar,714279.0,2266.0
44916,EDUCATION,Bidar,679301.0,2380.0
44796,RETAIL,Amritsar,1076492.0,1302.0
44669,MEDICAL,Ajmer,1163420.0,933.0
44721,RESTRAUNT,Bikaner,663719.0,2342.0
44880,MEDICAL,Bhuj,308963.0,1471.0
44854,MEDICAL,Betul,815868.0,1132.0
44723,INTERNATIONAL,Ajmer,324281.0,2085.0
44664,MEDICAL,Varanasi,753860.0,1596.0
44715,PUBLIC,Bokaro,811226.0,452.0
44897,RETAIL,Amritsar,1031458.0,2507.0
44742,PUBLIC,Ranchi,727613.0,1989.0
44631,INTERNATIONAL,Buxar,392151.0,1208.0
44749,PUBLIC,Hyderabad,1103354.0,859.0
44783,MEDICAL,Buxar,1110327.0,1152.0
44594,RETAIL,Konark,634378.0,683.0
44884,INTERNATIONAL,Bhuj,427416.0,2249.0
44603,INTERNATIONAL,Delhi,1050596.0,530.0
44918,RESTRAUNT,Lunglei,859995.0,1744.0
44748,MEDICAL,Trichy,681128.0,1990.0
44905,MEDICAL,Mon,767875.0,2364.0
44661,RETAIL,Buxar,777253.0,1961.0
44683,RETAIL,Trichy,960666.0,2008.0
44797,INTERNATIONAL,Bhuj,1069985.0,1431.0
44743,RETAIL,Kolkata,966990.0,405.0
44618,EDUCATION,Lucknow,588541.0,2007.0
44576,RESTRAUNT,Ara,368962.0,2486.0
44755,RESTRAUNT,Patiala,299274.0,1339.0
44615,INTERNATIONAL,Surat,1129496.0,1439.0
44581,PUBLIC,Ara,833980.0,1015.0
44757,INTERNATIONAL,Kullu,898340.0,2294.0
44672,PUBLIC,Surat,576340.0,2018.0
44823,INVESTMENTS,Trichy,817754.0,2113.0
44862,EDUCATION,Delhi,477270.0,1671.0
44825,INTERNATIONAL,Lunglei,961241.0,2507.0
44704,RESTRAUNT,Banglore,710664.0,1149.0
44742,RETAIL,Kannur,605930.0,1674.0
44808,RETAIL,Jaipur,745191.0,876.0
44754,MEDICAL,Mon,569422.0,2434.0
44876,MEDICAL,Ara,731511.0,591.0
44826,RETAIL,Banglore,384632.0,560.0
44583,RETAIL,Bombay,458152.0,1746.0
44914,INTERNATIONAL,Kochin,1019489.0,1528.0
44580,PUBLIC,Bhopal,409740.0,1244.0
44667,RETAIL,Kota,1003114.0,2380.0
44665,PUBLIC,Betul,1080924.0,1900.0
44760,RETAIL,Surat,855709.0,1673.0
44881,INTERNATIONAL,Hyderabad,701168.0,1935.0
44649,INVESTMENTS,Indore,742720.0,2273.0
44891,RETAIL,Surat,1020479.0,2221.0
44759,RESTRAUNT,Durg,730499.0,1045.0
44649,INVESTMENTS,Patiala,992673.0,1958.0
44779,INVESTMENTS,Akola,637827.0,1208.0
44619,PUBLIC,Buxar,802840.0,1386.0
44709,RETAIL,Madurai,489413.0,1007.0
44878,RETAIL,Mon,713383.0,1898.0
44761,RESTRAUNT,Kanpur,578580.0,1227.0
44820,INVESTMENTS,Kannur,1060280.0,1910.0
44739,EDUCATION,Ahmedabad,1144516.0,1979.0
44848,RESTRAUNT,Betul,869803.0,1924.0
44841,RESTRAUNT,Indore,735344.0,1721.0
44572,EDUCATION,Konark,1025848.0,2491.0
44762,INVESTMENTS,Srinagar,606466.0,2523.0
44871,EDUCATION,Ludhiana,538990.0,1192.0
44732,MEDICAL,Vellore,952124.0,1110.0
44855,RETAIL,Trichy,993532.0,2020.0
44672,EDUCATION,Kannur,1131265.0,2400.0
44837,INTERNATIONAL,Trichy,1111719.0,478.0
44851,EDUCATION,Srinagar,893073.0,1781.0
44683,EDUCATION,Jaipur,1137721.0,1723.0
44901,PUBLIC,Tirumala,392252.0,1487.0
44719,RESTRAUNT,Goa,873454.0,1157.0
44894,RESTRAUNT,Akola,1024508.0,2468.0
44824,RESTRAUNT,Doda,366392.0,2009.0
44710,INVESTMENTS,Banglore,1199292.0,692.0
44684,INTERNATIONAL,Delhi,780670.0,1498.0
44724,EDUCATION,Bhopal,641143.0,669.0
44662,PUBLIC,Konark,775121.0,1216.0
