transaction_id,date,domain,location,value,transaction_count,year,month,day,day_of_week,avg_transaction_value
T00000760,1970-01-01 00:00:00.000044723,RETAIL,Surat,10490020.0,2276.0,1970,1,1,3,4608.971880492091
T00000761,1970-01-01 00:00:00.000044674,RETAIL,Bokaro,406120.0,1949.0,1970,1,1,3,208.3735248845562
T00000762,1970-01-01 00:00:00.000044848,RESTAURANT,Bhopal,392048.0,1624.0,1970,1,1,3,241.40886699507388
T00000763,1970-01-01 00:00:00.000044874,UNKNOWN_DOMAIN,Bhopal,491485.0,1770.0,1970,1,1,3,277.67514124293785
T00000764,1970-01-01 00:00:00.000044618,PUBLIC,Mon,939812.0,803.0,1970,1,1,3,1170.376089663761
T00000765,1970-01-01 00:00:00.000044601,INVESTMENTS,Surat,876797.0,1914000.0,1970,1,1,3,0.45809665621734585
T00000766,1970-01-01 00:00:00.000044650,INTERNATIONAL,Kullu,458353.0,563.0,1970,1,1,3,814.1261101243339
T00000767,1970-01-01 00:00:00.000044885,MEDICAL,Kota,8444460.0,2177.0,1970,1,1,3,3878.9435002296736
T00000768,1970-01-01 00:00:00.000044650,MEDICAL,Patiala,484731.0,507.0,1970,1,1,3,956.0769230769231
T00000769,1970-01-01 00:00:00.000044732,MEDICAL,Jaipur,949954.0,1553.0,1970,1,1,3,611.6896329684481
T00000770,1970-01-01 00:00:00.000044619,RESTAURANT,Doda,965016.0,477.0,1970,1,1,3,2023.0943396226414
T00000771,1970-01-01 00:00:00.000044702,PUBLIC,Bombay,580337.0,0.0,1970,1,1,3,0.0
T00000772,1970-01-01 00:00:00.000044746,RETAIL,Patiala,388904.0,1670.0,1970,1,1,3,232.87664670658683
T00000773,1970-01-01 00:00:00.000044738,RETAIL,Bhuj,363085.0,491.0,1970,1,1,3,739.480651731161
T00000774,1970-01-01 00:00:00.000044832,EDUCATION,Kannur,380003.0,507.0,1970,1,1,3,749.5128205128206
T00000775,1970-01-01 00:00:00.000044837,EDUCATION,Ahmedabad,669882.0,1253.0,1970,1,1,3,534.6225059856345
T00000776,1970-01-01 00:00:00.000044876,INVESTMENTS,Pune,561410.0,1836.0,1970,1,1,3,305.77886710239653
T00000777,1970-01-01 00:00:00.000044843,RETAIL,Trichy,949591.0,1085.0,1970,1,1,3,875.1990783410138
T00000778,1970-01-01 00:00:00.000044571,MEDICAL,Madurai,693901.0,995.0,1970,1,1,3,697.3879396984925
T00000779,1970-01-01 00:00:00.000044709,MEDICAL,Vellore,321953.0,1622.0,1970,1,1,3,198.4913686806412
T00000780,1970-01-01 00:00:00.000044889,INVESTMENTS,Kannur,1007321.0,1862.0,1970,1,1,3,540.9887218045113
T00000781,1970-01-01 00:00:00.000044763,RESTAURANT,Durg,610525.0,2229.0,1970,1,1,3,273.9008524001795
T00000782,1970-01-01 00:00:00.000044792,RETAIL,Bombay,1103381.0,1173.0,1970,1,1,3,940.6487638533674
T00000783,1970-01-01 00:00:00.000044660,MEDICAL,Srinagar,1049988.0,0.0,1970,1,1,3,0.0
T00000784,1970-01-01 00:00:00.000044686,PUBLIC,Daman,905423.0,669.0,1970,1,1,3,1353.3976083707025
T00000785,1970-01-01 00:00:00.000044896,INVESTMENTS,Bidar,4074560.0,1819.0,1970,1,1,3,2240.0
T00000786,1970-01-01 00:00:00.000044614,INVESTMENTS,Bidar,528257.0,549.0,1970,1,1,3,962.2167577413479
T00000787,1970-01-01 00:00:00.000044878,RETAIL,Betul,463070.0,2396.0,1970,1,1,3,193.26794657762937
T00000788,1970-01-01 00:00:00.000044656,RETAIL,Ludhiana,847494.0,549.0,1970,1,1,3,1543.704918032787
T00000789,1970-01-01 00:00:00.000044867,RETAIL,Konark,511759.0,1739.0,1970,1,1,3,294.28349626221967
T00000790,1970-01-01 00:00:00.000044883,RESTAURANT,Goa,511233.0,595.0,1970,1,1,3,859.2151260504202
T00000791,1970-01-01 00:00:00.000044868,RESTAURANT,Bidar,391014.0,1122.0,1970,1,1,3,348.49732620320856
T00000792,1970-01-01 00:00:00.000044834,UNKNOWN_DOMAIN,Kochin,647218.0,2543.0,1970,1,1,3,254.50963429020842
T00000793,1970-01-01 00:00:00.000044609,PUBLIC,Konark,885280.0,639.0,1970,1,1,3,1385.4147104851331
T00000794,1970-01-01 00:00:00.000044596,MEDICAL,Konark,548197.0,2516.0,1970,1,1,3,217.8843402225755
T00000795,1970-01-01 00:00:00.000044769,INVESTMENTS,Bombay,723708.0,1838.0,1970,1,1,3,393.7475516866159
T00000796,1970-01-01 00:00:00.000044723,EDUCATION,Vellore,486107.0,2511.0,1970,1,1,3,193.5909996017523
T00000797,1970-01-01 00:00:00.000044755,RESTAURANT,Ara,973374.0,630.0,1970,1,1,3,1545.0380952380951
T00000798,1970-01-01 00:00:00.000044580,EDUCATION,Kota,845453.0,0.0,1970,1,1,3,0.0
T00000799,1970-01-01 00:00:00.000044596,INTERNATIONAL,Goa,805035.0,1542.0,1970,1,1,3,522.0719844357976
T00000800,1970-01-01 00:00:00.000044702,INVESTMENTS,Buxar,692818.0,0.0,1970,1,1,3,0.0
T00000801,1970-01-01 00:00:00.000044815,EDUCATION,Bombay,1191619.0,1134.0,1970,1,1,3,1050.810405643739
T00000802,1970-01-01 00:00:00.000044563,INVESTMENTS,Pune,741777.0,925.0,1970,1,1,3,801.9210810810811
T00000803,1970-01-01 00:00:00.000044646,INTERNATIONAL,Doda,602889.0,1204.0,1970,1,1,3,500.73837209302326
T00000804,1970-01-01 00:00:00.000044625,INTERNATIONAL,Ahmedabad,756325.0,1884.0,1970,1,1,3,401.4463906581741
T00000805,1970-01-01 00:00:00.000044840,INTERNATIONAL,Vellore,0.0,1194.0,1970,1,1,3,0.0
T00000806,1970-01-01 00:00:00.000044697,PUBLIC,Ahmedabad,843340.0,693.0,1970,1,1,3,1216.940836940837
T00000807,1970-01-01 00:00:00.000044853,PUBLIC,Surat,914572.0,1343.0,1970,1,1,3,680.9918093819806
T00000808,1970-01-01 00:00:00.000044596,EDUCATION,Ajmer,718744.0,762.0,1970,1,1,3,943.2335958005249
T00000809,1970-01-01 00:00:00.000044604,INTERNATIONAL,Madurai,1165788.0,936.0,1970,1,1,3,1245.5
T00000810,1970-01-01 00:00:00.000044740,INTERNATIONAL,Jaipur,1136848.0,1710.0,1970,1,1,3,664.8233918128655
T00000811,1970-01-01 00:00:00.000044904,MEDICAL,Kanpur,1104619.0,1606.0,1970,1,1,3,687.807596513076
T00000812,1970-01-01 00:00:00.000044730,INVESTMENTS,Akola,564301.0,672.0,1970,1,1,3,839.733630952381
T00000813,1970-01-01 00:00:00.000044695,INVESTMENTS,Buxar,899917.0,2226.0,1970,1,1,3,404.27538185085353
T00000814,1970-01-01 00:00:00.000044902,MEDICAL,Varanasi,474281.0,1564.0,1970,1,1,3,303.2487212276215
T00000815,1970-01-01 00:00:00.000044583,EDUCATION,Durg,956770.0,406.0,1970,1,1,3,2356.576354679803
T00000816,1970-01-01 00:00:00.000044720,INVESTMENTS,Mon,530509.0,1790.0,1970,1,1,3,296.37374301675976
T00000817,1970-01-01 00:00:00.000044906,EDUCATION,Patiala,1091019.0,0.0,1970,1,1,3,0.0
T00000818,1970-01-01 00:00:00.000044674,PUBLIC,Vellore,1098319.0,2172.0,1970,1,1,3,505.67173112338855
T00000819,1970-01-01 00:00:00.000044921,RETAIL,Mathura,556644.0,1556.0,1970,1,1,3,357.74035989717225
T00000820,1970-01-01 00:00:00.000044584,MEDICAL,Delhi,1021128.0,848.0,1970,1,1,3,1204.1603773584907
T00000821,1970-01-01 00:00:00.000044806,RETAIL,Madurai,575857.0,1639.0,1970,1,1,3,351.346552776083
T00000822,1970-01-01 00:00:00.000044686,RESTAURANT,Lucknow,1054785.0,645.0,1970,1,1,3,1635.3255813953488
T00000823,1970-01-01 00:00:00.000044673,RETAIL,Doda,512844.0,2443.0,1970,1,1,3,209.92386410151454
T00000824,1970-01-01 00:00:00.000044639,UNKNOWN_DOMAIN,Patiala,1142928.0,2260.0,1970,1,1,3,505.7203539823009
T00000825,1970-01-01 00:00:00.000044842,EDUCATION,Kanpur,960929.0,2308.0,1970,1,1,3,416.34705372616986
T00000826,1970-01-01 00:00:00.000044855,INTERNATIONAL,Goa,925331.0,0.0,1970,1,1,3,0.0
T00000827,1970-01-01 00:00:00.000044891,INVESTMENTS,Bhuj,910142.0,735.0,1970,1,1,3,1238.2884353741497
T00000828,1970-01-01 00:00:00.000044726,PUBLIC,Pune,493264.0,1131.0,1970,1,1,3,436.13085764809904
T00000829,1970-01-01 00:00:00.000044644,EDUCATION,Patiala,655192.0,2080.0,1970,1,1,3,314.99615384615385
T00000830,1970-01-01 00:00:00.000044621,INTERNATIONAL,Bidar,315279.0,700.0,1970,1,1,3,450.3985714285714
T00000831,1970-01-01 00:00:00.000044673,RESTAURANT,Bidar,300931.0,845.0,1970,1,1,3,356.1313609467456
T00000832,1970-01-01 00:00:00.000044701,EDUCATION,Ambala,1010128.0,426.0,1970,1,1,3,2371.192488262911
T00000833,1970-01-01 00:00:00.000044896,RETAIL,Bokaro,868876.0,757.0,1970,1,1,3,1147.788639365918
T00000834,1970-01-01 00:00:00.000044755,INTERNATIONAL,Hyderabad,903283.0,751.0,1970,1,1,3,1202.7736351531291
T00000835,1970-01-01 00:00:00.000044648,EDUCATION,Goa,969937.0,2223.0,1970,1,1,3,436.31893837156997
T00000836,1970-01-01 00:00:00.000044778,INTERNATIONAL,Bhind,0.0,1729.0,1970,1,1,3,0.0
T00000837,1970-01-01 00:00:00.000044594,PUBLIC,Bhind,1035501.0,1540.0,1970,1,1,3,672.4032467532468
T00000838,1970-01-01 00:00:00.000044655,INTERNATIONAL,Madurai,886814.0,2421.0,1970,1,1,3,366.300702189178
T00000839,1970-01-01 00:00:00.000044876,RESTAURANT,Ludhiana,369902.0,923.0,1970,1,1,3,400.76056338028167
T00000840,1970-01-01 00:00:00.000044706,MEDICAL,Jaipur,572660.0,598.0,1970,1,1,3,957.6254180602007
T00000841,1970-01-01 00:00:00.000044778,MEDICAL,Trichy,656408.0,1902.0,1970,1,1,3,
T00000842,1970-01-01 00:00:00.000044664,INVESTMENTS,Madurai,1054566.0,766.0,1970,1,1,3,1376.7180156657964
T00000843,1970-01-01 00:00:00.000044924,RESTAURANT,Bhopal,1134182.0,1136.0,1970,1,1,3,998.3996478873239
T00000844,1970-01-01 00:00:00.000044844,PUBLIC,Jaipur,443122.0,1822.0,1970,1,1,3,243.20636663007684
T00000845,1970-01-01 00:00:00.000044834,INVESTMENTS,Ahmedabad,1165321.0,2457.0,1970,1,1,3,474.2861212861213
T00000846,1970-01-01 00:00:00.000044618,PUBLIC,Bhind,570290.0,1312.0,1970,1,1,3,434.672256097561
T00000847,1970-01-01 00:00:00.000044641,INVESTMENTS,Bidar,714548.0,1888.0,1970,1,1,3,378.46822033898303
T00000848,1970-01-01 00:00:00.000044634,RETAIL,Konark,576345.0,1359.0,1970,1,1,3,424.09492273730683
T00000849,1970-01-01 00:00:00.000044817,PUBLIC,Jaipur,822381.0,1208.0,1970,1,1,3,680.7789735099337
T00000850,1970-01-01 00:00:00.000044902,MEDICAL,Patiala,840149.0,842.0,1970,1,1,3,997.8016627078384
T00000851,1970-01-01 00:00:00.000044687,MEDICAL,Kannur,624725.0,1609000.0,1970,1,1,3,0.38826911124922314
T00000852,1970-01-01 00:00:00.000044778,RESTAURANT,Lunglei,1120630.0,2367.0,1970,1,1,3,473.43895226024506
T00000853,1970-01-01 00:00:00.000044901,RESTAURANT,Banglore,806374.0,1358000.0,1970,1,1,3,0.5937952871870398
T00000854,1970-01-01 00:00:00.000044748,INVESTMENTS,Kolkata,791083.0,1399.0,1970,1,1,3,565.4631879914225
T00000855,1970-01-01 00:00:00.000044836,MEDICAL,Bhuj,1090195.0,1391.0,1970,1,1,3,783.7491013659238
T00000856,1970-01-01 00:00:00.000044573,UNKNOWN_DOMAIN,Lunglei,562061.0,1622.0,1970,1,1,3,346.52342786683107
T00000857,1970-01-01 00:00:00.000044590,EDUCATION,Mathura,515768.0,2485.0,1970,1,1,3,207.55251509054327
T00000858,1970-01-01 00:00:00.000044778,MEDICAL,Jaipur,891471.0,1588.0,1970,1,1,3,561.3797229219143
T00000859,1970-01-01 00:00:00.000044579,RESTAURANT,Bikaner,1144817.0,568.0,1970,1,1,3,2015.5228873239437
T00000860,1970-01-01 00:00:00.000044880,PUBLIC,Jaipur,1154711.0,575.0,1970,1,1,3,2008.193043478261
T00000861,1970-01-01 00:00:00.000044833,RESTAURANT,Bombay,822448.0,1476.0,1970,1,1,3,557.2140921409214
T00000862,1970-01-01 00:00:00.000044714,RESTAURANT,Bikaner,822156.0,0.0,1970,1,1,3,0.0
T00000863,1970-01-01 00:00:00.000044776,INVESTMENTS,Daman,857549.0,513.0,1970,1,1,3,1671.635477582846
T00000864,1970-01-01 00:00:00.000044817,PUBLIC,Bhind,958428.0,2528.0,1970,1,1,3,379.125
T00000865,1970-01-01 00:00:00.000044617,MEDICAL,Pune,645528.0,1190.0,1970,1,1,3,542.4605042016807
T00000866,1970-01-01 00:00:00.000044765,EDUCATION,Bhopal,481419.0,2142.0,1970,1,1,3,224.75210084033614
T00000867,1970-01-01 00:00:00.000044614,INTERNATIONAL,Kota,994424.0,,1970,1,1,3,
T00000868,1970-01-01 00:00:00.000044899,EDUCATION,Durg,1032117.0,1355.0,1970,1,1,3,761.709963099631
T00000869,1970-01-01 00:00:00.000044835,INVESTMENTS,Ahmedabad,1113803.0,1431.0,1970,1,1,3,778.3389238294899
T00000870,1970-01-01 00:00:00.000044825,PUBLIC,Surat,450347.0,856.0,1970,1,1,3,526.106308411215
T00000871,1970-01-01 00:00:00.000044805,INVESTMENTS,Amritsar,751221.0,1737.0,1970,1,1,3,432.4818652849741
T00000872,1970-01-01 00:00:00.000044875,RESTAURANT,Doda,848580.0,1327000.0,1970,1,1,3,0.6394724943481537
T00000873,1970-01-01 00:00:00.000044913,EDUCATION,Jaipur,596766.0,1540.0,1970,1,1,3,387.5103896103896
T00000874,1970-01-01 00:00:00.000044787,EDUCATION,Ara,493500.0,591.0,1970,1,1,3,835.0253807106599
T00000875,1970-01-01 00:00:00.000044761,INVESTMENTS,Bidar,779157.0,982.0,1970,1,1,3,793.438900203666
T00000876,1970-01-01 00:00:00.000044757,INTERNATIONAL,Doda,854974.0,1747.0,1970,1,1,3,489.3955352032055
T00000877,1970-01-01 00:00:00.000044583,INVESTMENTS,Kota,451141.0,1226000.0,1970,1,1,3,0.3679779771615008
T00000878,1970-01-01 00:00:00.000044698,RESTAURANT,Kanpur,1160042.0,452.0,1970,1,1,3,2566.4646017699115
T00000879,1970-01-01 00:00:00.000044781,MEDICAL,Bokaro,711721.0,1581.0,1970,1,1,3,450.17141049968376
T00000880,1970-01-01 00:00:00.000044775,MEDICAL,Madurai,763727.0,2369.0,1970,1,1,3,322.38370620514985
T00000881,1970-01-01 00:00:00.000044836,INTERNATIONAL,Bokaro,5734600.0,1289.0,1970,1,1,3,4448.875096974399
T00000882,1970-01-01 00:00:00.000044915,INVESTMENTS,Delhi,1067330.0,1203.0,1970,1,1,3,887.2236076475479
T00000883,1970-01-01 00:00:00.000044591,RETAIL,Delhi,476078.0,1741.0,1970,1,1,3,273.45089029293507
T00000884,1970-01-01 00:00:00.000044649,RESTAURANT,Kolkata,1144349.0,1270.0,1970,1,1,3,901.0622047244094
T00000885,1970-01-01 00:00:00.000044582,RESTAURANT,Vellore,611028.0,1364.0,1970,1,1,3,447.96774193548384
T00000886,1970-01-01 00:00:00.000044885,EDUCATION,Ludhiana,941162.0,1243.0,1970,1,1,3,757.1697506033789
T00000887,1970-01-01 00:00:00.000044696,INVESTMENTS,Tirumala,381801.0,932.0,1970,1,1,3,409.6577253218884
T00000888,1970-01-01 00:00:00.000044728,MEDICAL,Amritsar,969546.0,,1970,1,1,3,
T00000889,1970-01-01 00:00:00.000044714,EDUCATION,Tirumala,464289.0,968.0,1970,1,1,3,479.6373966942149
T00000890,1970-01-01 00:00:00.000044906,RETAIL,Daman,300859.0,1367.0,1970,1,1,3,220.08705193855158
T00000891,1970-01-01 00:00:00.000044648,EDUCATION,Varanasi,683263.0,1861.0,1970,1,1,3,367.14830736163356
T00000892,1970-01-01 00:00:00.000044595,RESTAURANT,Daman,1180796.0,1073.0,1970,1,1,3,1100.4622553588072
T00000893,1970-01-01 00:00:00.000044659,MEDICAL,Buxar,1024643.0,1590.0,1970,1,1,3,644.4295597484277
T00000894,1970-01-01 00:00:00.000044925,MEDICAL,Trichy,745209.0,1731.0,1970,1,1,3,430.50779896013864
T00000895,1970-01-01 00:00:00.000044897,EDUCATION,Patiala,620907.0,0.0,1970,1,1,3,0.0
T00000896,1970-01-01 00:00:00.000044686,MEDICAL,Bhopal,0.0,837.0,1970,1,1,3,0.0
T00000897,1970-01-01 00:00:00.000044579,PUBLIC,Kolkata,865283.0,2343.0,1970,1,1,3,369.30559112249256
T00000898,1970-01-01 00:00:00.000044886,INTERNATIONAL,Kanpur,695199.0,2487.0,1970,1,1,3,279.5331724969843
T00000899,1970-01-01 00:00:00.000044654,INTERNATIONAL,Jaipur,873074.0,2266.0,1970,1,1,3,385.2930273609885
T00000900,1970-01-01 00:00:00.000044891,INTERNATIONAL,Tirumala,508470.0,1272.0,1970,1,1,3,399.74056603773585
T00000901,1970-01-01 00:00:00.000044880,PUBLIC,Ajmer,582891.0,2230.0,1970,1,1,3,261.3860986547085
T00000902,1970-01-01 00:00:00.000044829,RESTAURANT,Varanasi,8564680.0,2468.0,1970,1,1,3,3470.291734197731
T00000903,1970-01-01 00:00:00.000044579,MEDICAL,Kullu,974679.0,1835.0,1970,1,1,3,531.1602179836513
T00000904,1970-01-01 00:00:00.000044710,MEDICAL,Kannur,477372.0,432.0,1970,1,1,3,1105.0277777777778
T00000905,1970-01-01 00:00:00.000044817,EDUCATION,Ambala,950371.0,1734.0,1970,1,1,3,548.0801614763552
T00000906,1970-01-01 00:00:00.000044719,RESTAURANT,Ajmer,1097402.0,1114.0,1970,1,1,3,985.1005385996409
T00000907,1970-01-01 00:00:00.000044784,RESTAURANT,Kullu,477954.0,1250.0,1970,1,1,3,382.3632
T00000908,1970-01-01 00:00:00.000044681,INTERNATIONAL,Hyderabad,1098808.0,2004.0,1970,1,1,3,548.307385229541
T00000909,1970-01-01 00:00:00.000044751,PUBLIC,Vellore,983975.0,2149.0,1970,1,1,3,457.87575616565846
T00000910,1970-01-01 00:00:00.000044798,MEDICAL,Kullu,487634.0,768.0,1970,1,1,3,634.9401041666666
T00000911,1970-01-01 00:00:00.000044839,INVESTMENTS,Bidar,382809.0,1143.0,1970,1,1,3,334.9160104986877
T00000912,1970-01-01 00:00:00.000044684,PUBLIC,Jaipur,356959.0,1508.0,1970,1,1,3,236.7102122015915
T00000913,1970-01-01 00:00:00.000044737,MEDICAL,Trichy,1189850.0,1764.0,1970,1,1,3,674.5181405895692
T00000914,1970-01-01 00:00:00.000044920,INTERNATIONAL,Vellore,398616.0,1995.0,1970,1,1,3,199.80751879699247
T00000915,1970-01-01 00:00:00.000044771,PUBLIC,Kannur,1085764.0,938.0,1970,1,1,3,1157.5309168443496
T00000916,1970-01-01 00:00:00.000044563,RETAIL,Lunglei,7635470.0,2328.0,1970,1,1,3,3279.841065292096
T00000917,1970-01-01 00:00:00.000044562,MEDICAL,Buxar,655241.0,2122.0,1970,1,1,3,308.7846371347785
T00000918,1970-01-01 00:00:00.000044637,MEDICAL,Bombay,1166586.0,1252.0,1970,1,1,3,931.7779552715655
T00000919,1970-01-01 00:00:00.000044884,RESTAURANT,Ahmedabad,610074.0,452.0,1970,1,1,3,1349.7212389380531
T00000920,1970-01-01 00:00:00.000044754,EDUCATION,Trichy,776534.0,1864.0,1970,1,1,3,416.59549356223175
T00000921,1970-01-01 00:00:00.000044761,MEDICAL,Surat,700554.0,489.0,1970,1,1,3,1432.6257668711658
T00000922,1970-01-01 00:00:00.000044880,RETAIL,Lunglei,927705.0,877.0,1970,1,1,3,1057.8164196123148
T00000923,1970-01-01 00:00:00.000044687,RESTAURANT,Patiala,1163314.0,2114.0,1970,1,1,3,550.290444654683
T00000924,1970-01-01 00:00:00.000044732,RETAIL,Ara,745062.0,415.0,1970,1,1,3,1795.3301204819277
T00000925,1970-01-01 00:00:00.000044696,RETAIL,Bidar,936220.0,621.0,1970,1,1,3,1507.6006441223833
T00000926,1970-01-01 00:00:00.000044727,RESTAURANT,Kannur,867893.0,1839.0,1970,1,1,3,471.9374660141381
T00000927,1970-01-01 00:00:00.000044653,EDUCATION,Bokaro,1124222.0,906.0,1970,1,1,3,1240.8631346578366
T00000928,1970-01-01 00:00:00.000044566,INVESTMENTS,Durg,520559.0,706.0,1970,1,1,3,737.3356940509915
T00000929,1970-01-01 00:00:00.000044697,INVESTMENTS,Mathura,0.0,2399.0,1970,1,1,3,0.0
T00000930,1970-01-01 00:00:00.000044669,MEDICAL,Ajmer,1089510.0,1820.0,1970,1,1,3,598.6318681318681
T00000931,1970-01-01 00:00:00.000044592,EDUCATION,Bombay,747029.0,2538.0,1970,1,1,3,294.33766745468876
T00000932,1970-01-01 00:00:00.000044685,INTERNATIONAL,Buxar,775790.0,2407.0,1970,1,1,3,322.30577482343165
T00000933,1970-01-01 00:00:00.000044623,EDUCATION,Bhopal,732508.0,2234.0,1970,1,1,3,327.8907788719785
T00000934,1970-01-01 00:00:00.000044879,INVESTMENTS,Ahmedabad,1126593.0,2159.0,1970,1,1,3,521.8124131542381
T00000935,1970-01-01 00:00:00.000044574,EDUCATION,Konark,537237.0,2057.0,1970,1,1,3,261.17501215362176
T00000936,1970-01-01 00:00:00.000044583,RETAIL,Vellore,1103377.0,643.0,1970,1,1,3,1715.9828926905132
T00000937,1970-01-01 00:00:00.000044741,EDUCATION,Kanpur,750624.0,2128.0,1970,1,1,3,352.7368421052632
T00000938,1970-01-01 00:00:00.000044837,RESTAURANT,Bidar,840782.0,1298.0,1970,1,1,3,647.7519260400617
T00000939,1970-01-01 00:00:00.000044685,INVESTMENTS,Tirumala,684003.0,992.0,1970,1,1,3,689.5191532258065
T00000940,1970-01-01 00:00:00.000044819,MEDICAL,Lucknow,486818.0,408.0,1970,1,1,3,1193.1813725490197
T00000941,1970-01-01 00:00:00.000044628,MEDICAL,Konark,524238.0,2119.0,1970,1,1,3,247.39877300613497
T00000942,1970-01-01 00:00:00.000044865,EDUCATION,Jaipur,770347.0,1586.0,1970,1,1,3,485.7168978562421
T00000943,1970-01-01 00:00:00.000044867,INTERNATIONAL,Banglore,325593.0,2394.0,1970,1,1,3,136.00375939849624
T00000944,1970-01-01 00:00:00.000044684,INVESTMENTS,Betul,556521.0,1484.0,1970,1,1,3,375.0141509433962
T00000945,1970-01-01 00:00:00.000044692,EDUCATION,Ambala,712274.0,2355.0,1970,1,1,3,302.45180467091296
T00000946,1970-01-01 00:00:00.000044745,MEDICAL,Betul,574596.0,1378000.0,1970,1,1,3,0.41697822931785195
T00000947,1970-01-01 00:00:00.000044703,EDUCATION,Hyderabad,340829.0,647.0,1970,1,1,3,526.7836166924266
T00000948,1970-01-01 00:00:00.000044759,MEDICAL,Bikaner,827951.0,1750.0,1970,1,1,3,473.11485714285715
T00000949,1970-01-01 00:00:00.000044572,PUBLIC,Bombay,534094.0,662.0,1970,1,1,3,806.7885196374623
T00000950,1970-01-01 00:00:00.000044870,RETAIL,Konark,633311.0,2381.0,1970,1,1,3,265.9853002939941
T00000951,1970-01-01 00:00:00.000044905,PUBLIC,Bhind,611827.0,1026.0,1970,1,1,3,596.32261208577
T00000952,1970-01-01 00:00:00.000044762,INTERNATIONAL,Kannur,392239.0,1954.0,1970,1,1,3,200.73643807574206
T00000953,1970-01-01 00:00:00.000044711,MEDICAL,Bhind,789643.0,813.0,1970,1,1,3,971.270602706027
T00000954,1970-01-01 00:00:00.000044691,UNKNOWN_DOMAIN,Mon,1060544.0,617.0,1970,1,1,3,1718.871961102107
T00000955,1970-01-01 00:00:00.000044821,MEDICAL,Ambala,418400.0,623.0,1970,1,1,3,671.5890850722311
T00000956,1970-01-01 00:00:00.000044629,PUBLIC,Kullu,913964.0,1182.0,1970,1,1,3,773.2351945854484
T00000957,1970-01-01 00:00:00.000044725,EDUCATION,Ajmer,367767.0,1234.0,1970,1,1,3,298.0283630470016
T00000958,1970-01-01 00:00:00.000044836,MEDICAL,Buxar,317726.0,1602.0,1970,1,1,3,198.33083645443196
T00000959,1970-01-01 00:00:00.000044818,MEDICAL,Doda,592344.0,1431.0,1970,1,1,3,413.937106918239
T00000960,1970-01-01 00:00:00.000044632,EDUCATION,Kolkata,1113091.0,1486.0,1970,1,1,3,749.0518169582773
T00000961,1970-01-01 00:00:00.000044778,INVESTMENTS,Ambala,922588.0,1935.0,1970,1,1,3,
T00000962,1970-01-01 00:00:00.000044831,MEDICAL,Hyderabad,810657.0,1621000.0,1970,1,1,3,0.5000968537939543
T00000963,1970-01-01 00:00:00.000044687,INTERNATIONAL,Bombay,922089.0,583.0,1970,1,1,3,1581.6277873070326
T00000964,1970-01-01 00:00:00.000044564,EDUCATION,Daman,1011807.0,2174.0,1970,1,1,3,
T00000965,1970-01-01 00:00:00.000044717,INVESTMENTS,Kannur,502125.0,1216.0,1970,1,1,3,412.93174342105266
T00000966,1970-01-01 00:00:00.000044760,EDUCATION,Betul,474878.0,0.0,1970,1,1,3,0.0
T00000967,1970-01-01 00:00:00.000044748,INTERNATIONAL,Bhuj,1198498.0,0.0,1970,1,1,3,0.0
T00000968,1970-01-01 00:00:00.000044896,UNKNOWN_DOMAIN,Daman,1036217.0,464.0,1970,1,1,3,2233.2262931034484
T00000969,1970-01-01 00:00:00.000044617,MEDICAL,Kolkata,1139038.0,609.0,1970,1,1,3,1870.3415435139573
T00000970,1970-01-01 00:00:00.000044909,INVESTMENTS,Ahmedabad,962723.0,0.0,1970,1,1,3,0.0
T00000971,1970-01-01 00:00:00.000044757,INTERNATIONAL,Srinagar,1032912.0,1878.0,1970,1,1,3,550.0063897763579
T00000972,1970-01-01 00:00:00.000044891,RESTAURANT,Srinagar,364945.0,1465000.0,1970,1,1,3,0.24910921501706484
T00000973,1970-01-01 00:00:00.000044714,PUBLIC,Ara,792087.0,649.0,1970,1,1,3,
T00000974,1970-01-01 00:00:00.000044868,INTERNATIONAL,Madurai,727530.0,401000.0,1970,1,1,3,1.8142892768079801
T00000975,1970-01-01 00:00:00.000044781,MEDICAL,Indore,1112316.0,693.0,1970,1,1,3,1605.073593073593
T00000976,1970-01-01 00:00:00.000044600,MEDICAL,Lucknow,780448.0,534.0,1970,1,1,3,1461.5131086142321
T00000977,1970-01-01 00:00:00.000044714,EDUCATION,Kannur,607235.0,1112.0,1970,1,1,3,546.0746402877697
T00000978,1970-01-01 00:00:00.000044709,PUBLIC,Ambala,709159.0,794.0,1970,1,1,3,893.147355163728
T00000979,1970-01-01 00:00:00.000044922,MEDICAL,Ludhiana,443238.0,2212.0,1970,1,1,3,200.37884267631102
T00000980,1970-01-01 00:00:00.000044694,PUBLIC,Vellore,522349.0,1940.0,1970,1,1,3,269.2520618556701
T00000981,1970-01-01 00:00:00.000044641,EDUCATION,Srinagar,1007141.0,2220.0,1970,1,1,3,453.66711711711713
T00000982,1970-01-01 00:00:00.000044809,RETAIL,Kolkata,1181500.0,2341.0,1970,1,1,3,504.6988466467322
T00000983,1970-01-01 00:00:00.000044902,INTERNATIONAL,Goa,775217.0,2174.0,1970,1,1,3,356.5855565777369
T00000984,1970-01-01 00:00:00.000044725,RETAIL,Bokaro,667275.0,840.0,1970,1,1,3,794.375
T00000985,1970-01-01 00:00:00.000044758,INTERNATIONAL,Ranchi,300651.0,691.0,1970,1,1,3,435.095513748191
